Thời gian xảy ra tai nạn,Ngày xảy ra tai nạn,Quận/Huyện,Phường/Xã,Loại đường,Số người chết,Số người bị thương,Số người thương nặng,Số người thương nhẹ,Nhóm PT1,Phương tiện 1,Nhóm PT2,Phương tiện 2,Thiệt hại ước tính (triệu đồng),Phân loại tai nạn,Tình trạng thời tiết,Hình thức va chạm,Dạng đường,Loại mặt đường,Độ rộng đường,Tình trạng mặt đường,Tổ chức giao thông,Vòng xuyến,Nguyên nhân và Lỗi vi phạm
14:40:00,16/02/2020,Bình Tân,Tân Tạo,Quốc lộ - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không chú ý quan sát']
6:15:00,16/02/2020,Cần Giờ,Cần Thạnh,Đường huyện - Nội thị,0,1,1,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,1,Va chạm giao thông,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,"['Chuyển hướng không đúng quy định', 'Tránh xe đi ngược chiều không đúng quy định']"
6:00:00,16/02/2020,1,Tân Định,Đường huyện,0,1,1,0,Ô tô con,Ô tô con,Xe thô sơ,Xe đạp,1,Va chạm giao thông,Râm,Trường hợp khác,Cầu,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chú ý quan sát']
1:33:00,16/02/2020,12,Đông Hưng Thuận,Khác,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,"['Không chú ý quan sát', 'Không chấp hành quy định về tốc độ']"
1:11:00,16/02/2020,12,Đông Hưng Thuận,Khác,0,2,0,2,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,5,Ít nghiêm trọng,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
0:10:00,16/02/2020,Bình Tân,Bình Trị Đông B,Đường huyện - Nội thị,0,1,0,1,Ô tô con,Ô tô con,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chấp hành quy định về tốc độ']
23:00:00,15/02/2020,Bình Tân,Bình Hưng Hòa A,Đường huyện - Nội thị,0,0,0,0,Ô tô tải,Ô tô tải,,,0,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,"['Không chú ý quan sát', 'Không thực hiện đúng quy trình thao tác lái xe']"
22:30:00,15/02/2020,Bình Tân,Bình Trị Đông,Đường huyện,0,1,0,1,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,"['Không chấp hành quy định về tốc độ', 'Chuyển hướng không đúng quy định']"
4:30:00,15/02/2020,Củ Chi,Phạm Văn Cội,Đường huyện - Nông thôn,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô tải,Ô tô tải,3,Va chạm giao thông,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,"['Không chú ý quan sát', 'Dừng, đỗ xe trên đường bộ không đúng quy định', 'Không thực hiện đúng quy trình thao tác lái xe']"
2:30:00,15/02/2020,Bình Tân,Tân Tạo,Đường tỉnh - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,"Rơ mooc, Sơ mi rơ mooc",Rơ moóc,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,"['Không chú ý quan sát', 'Không thực hiện đúng quy trình thao tác lái xe']"
1:00:00,15/02/2020,1,Bến Nghé,Đường huyện - Nội thị,1,0,0,0,Ô tô tải,Ô tô tải,"Mô tô, xe máy",Mô tô,5,Nghiêm trọng,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Lớn hơn 19,5m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
0:05:00,15/02/2020,Bình Tân,An Lạc A,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
19:00:00,14/02/2020,Bình Tân,An Lạc A,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,,,0,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chấp hành quy định về tốc độ']
17:50:00,14/02/2020,Bình Chánh,Tân Nhựt,Đường huyện - Nông thôn,0,0,0,0,Ô tô tải,Ô tô tải,"Mô tô, xe máy",Hai bánh từ 50-175cm3,40,Ít nghiêm trọng,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
14:50:00,14/02/2020,Bình Tân,Tân Tạo A,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
14:40:00,14/02/2020,Bình Chánh,Bình Hưng,Đường huyện,0,0,0,0,Ô tô con,Ô tô con,,,40,Ít nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường hai chiều,Không,"['Do người điều khiển kém', 'Lỗi và nguyên nhân khác']"
20:30:00,13/02/2020,10,12,Đường tỉnh,1,0,0,0,Ô tô chuyên dụng,Ô tô Chuyên dụng,,,0,Nghiêm trọng,Đêm tối,Người với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường hai chiều,Không,['Qua đường không đúng quy định']
17:27:00,13/02/2020,Nhà Bè,Nhà Bè,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Mô tô,,,0,Nghiêm trọng,Râm,Người với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường hai chiều,Không,['Lỗi và nguyên nhân khác']
12:40:00,13/02/2020,Thủ Đức,Bình Chiểu,Đường tỉnh,0,1,0,1,"Mô tô, xe máy",Hai bánh,Ô tô tải,Ô tô chở hàng (Ô tô tải),0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,"['Không chú ý quan sát', 'Không giữ khoảng cách an toàn với xe chạy liền trước']"
12:10:00,13/02/2020,Gò Vấp,15,Khác,0,1,0,1,Xe thô sơ,Xe đạp,Ô tô tải,Tải VAN,5,Ít nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Chuyển hướng không đúng quy định']
9:30:00,13/02/2020,Bình Tân,Bình Trị Đông B,Đường huyện,0,1,1,0,"Mô tô, xe máy",Mô tô,,,0,Va chạm giao thông,Nắng,Người với xe,,,,,,Không,['Lỗi và nguyên nhân khác']
21:40:00,12/2/2020,Nhà Bè,Phước Kiển,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,4,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",,,Không,"['Lỗi và nguyên nhân khác', 'Không giữ khoảng cách an toàn với xe chạy liền trước']"
20:40:00,12/2/2020,2,Thạnh Mỹ Lợi,Đường huyện,0,0,0,0,Ô tô tải,Đầu kéo,Ô tô con,Ô tô con,0,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chú ý quan sát']
15:00:00,12/2/2020,Tân Phú,Tây Thạnh,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,Ô tô con,Ô tô con,3,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không chú ý quan sát']
14:28:00,12/2/2020,1,Đa Kao,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh,Ô tô tải,Ô tô tải,3,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,"['Lỗi và nguyên nhân khác', 'Không thực hiện đúng quy trình thao tác lái xe']"
11:35:00,12/2/2020,Bình Tân,Bình Trị Đông B,Đường huyện,0,1,1,0,Ô tô con,Ô tô con,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không chấp hành báo hiệu đường bộ']
10:30:00,12/2/2020,12,Tân Chánh Hiệp,Khác,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Vượt xe không đúng quy định']
7:50:00,12/2/2020,9,Long Trường,Đường huyện,0,1,0,1,Ô tô tải,Tải tự đổ,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường hai chiều,Không,['Vượt xe không đúng quy định']
7:20:00,12/2/2020,Bình Tân,Bình Trị Đông B,Đường huyện,0,1,1,0,"Mô tô, xe máy",Mô tô,,,0,Va chạm giao thông,Nắng,Phương tiện tự gây tai nạn,,,,,,Không,"['Không chấp hành quy định về tốc độ', 'Chuyển hướng không đúng quy định']"
3:50:00,12/2/2020,Bình Thạnh,3,Khác,0,2,0,2,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
23:10:00,11/2/2020,Bình Chánh,Vĩnh Lộc B,Đường huyện - Nông thôn,0,1,1,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,15,Ít nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,Cong cua,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,"['Thiếu chú ý quan sát', 'Không chấp hành quy định về tốc độ']"
16:00:00,11/2/2020,2,An Phú,Cao tốc,0,0,0,0,Ô tô con,Ô tô con,Ô tô con,Ô tô con,0,Va chạm giao thông,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,,Không,['Không chú ý quan sát']
15:55:00,11/2/2020,12,Thạnh Xuân,Khác,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô con,Ô tô con,0,Nghiêm trọng,Nắng,Xe với xe,,,,,,Không,['Không chấp hành quy định về tốc độ']
15:00:00,10/2/2020,Bình Tân,Tân Tạo,Đường huyện,0,0,0,0,Ô tô con,Ô tô con,Ô tô tải,Ô tô tải,0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Chuyển hướng không đúng quy định']
11:15:00,10/2/2020,12,Thới An,Quốc lộ - Nội thị,0,0,0,0,Ô tô con,Ô tô con,Ô tô tải,Ô tô chở hàng (Ô tô tải),0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,"['Không chú ý quan sát', 'Không thực hiện đúng quy trình thao tác lái xe']"
19:05:00,9/2/2020,Bình Tân,Bình Hưng Hòa,Đường huyện,0,0,0,0,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
12:30:00,9/2/2020,Bình Chánh,Bình Chánh,Quốc lộ - Nội thị,0,1,1,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô con,Ô tô con,40,Ít nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Nhỏ hơn 3,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
8:50:00,9/2/2020,Bình Thạnh,26,Khác,0,0,0,0,Ô tô con,Ô tô con,Ô tô con,Ô tô con,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường hai chiều,Không,"['Không chú ý quan sát', 'Dừng, đỗ xe trên đường bộ không đúng quy định']"
0:20:00,9/2/2020,Bình Tân,Bình Hưng Hòa A,Đường huyện,0,1,0,1,"Mô tô, xe máy",Mô tô,Xe thô sơ,Xe đạp điện,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,"['Đi không đúng phần đường', 'Đi không đúng chiều đường, phần đường, làn đường quy định']"
23:35:00,8/2/2020,Bình Tân,Bình Hưng Hòa B,Quốc lộ - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,,,0,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chấp hành quy định về tốc độ']
22:50:00,8/2/2020,Tân Phú,Tân Thành,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,2,Nghiêm trọng,Đêm tối,Xe với xe,,,,,,Không,['Chuyển hướng không đúng quy định']
19:00:00,8/2/2020,9,Tăng Nhơn Phú A,Đường huyện,0,0,0,0,Ô tô con,Ô tô con,,,5,Ít nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",,Đường đôi - Giải phân cách ở giữa,Không,['Lỗi và nguyên nhân khác']
16:30:00,8/2/2020,Thủ Đức,Hiệp Bình Chánh,Đường tỉnh,0,0,0,0,Ô tô con,Ô tô con,Ô tô con,Ô tô con,50,Nghiêm trọng,Nắng,Xe với xe,,,,,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
15:35:00,8/2/2020,2,An Phú,Đường huyện - Nội thị,0,0,0,0,Ô tô con,Ô tô con,Ô tô tải,Đầu kéo,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Lớn hơn 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chú ý quan sát']
14:40:00,8/2/2020,Thủ Đức,Tam Bình,Quốc lộ,0,0,0,0,Ô tô con,Ô tô con,Ô tô con,Ô tô con,80,Nghiêm trọng,Nắng,Xe với xe,,,,,,Không,"['Không chấp hành quy định nhường đường tại nơi giao nhau', 'Không thực hiện đúng quy trình thao tác lái xe']"
13:20:00,8/2/2020,Thủ Đức,Linh Xuân,Quốc lộ,1,0,0,0,Ô tô tải,Ô tô tải,"Mô tô, xe máy",Mô tô,0,Nghiêm trọng,Nắng,Xe với xe,,,,,,Không,['Chuyển hướng không đúng quy định']
4:20:00,8/2/2020,Thủ Đức,Hiệp Bình Phước,Quốc lộ,0,1,0,1,"Rơ mooc, Sơ mi rơ mooc",Sơ mi rơ moóc,,,0,Va chạm giao thông,Đêm tối,Người với xe,,,,,,Không,['Qua đường không đúng quy định']
10:00:00,7/2/2020,2,Bình Trưng Đông,Đường huyện - Nội thị,1,0,0,0,Ô tô con,Ô tô con,,,0,Nghiêm trọng,Nắng,Người với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường hai chiều,Không,['Lỗi và nguyên nhân khác']
1:15:00,7/2/2020,Bình Tân,Tân Tạo,Quốc lộ - Nội thị,0,1,1,0,"Mô tô, xe máy",Mô tô,,,0,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chấp hành quy định về tốc độ']
16:30:00,6/2/2020,Bình Tân,Bình Hưng Hòa B,Đường huyện,0,1,1,0,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
15:00:00,6/2/2020,9,Long Thạnh Mỹ,Đường xã,1,0,0,0,Ô tô tải,Ô tô tải,"Mô tô, xe máy",Mô tô,2,Nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,,Không,['Chuyển hướng không đúng quy định']
14:30:00,6/2/2020,Bình Chánh,An Phú Tây,Quốc lộ - Nội thị,0,0,0,0,Ô tô khách,Ô tô Khách giường nằm,Ô tô khách,Ô tô Khách từ 17 đến 29 chỗ,40,Ít nghiêm trọng,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
10:30:00,6/2/2020,2,Cát Lái,Đường huyện,0,0,0,0,Ô tô con,Ô tô con,Ô tô con,Ô tô con,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường hai chiều,Không,"['Lỗi và nguyên nhân khác', 'Không thực hiện đúng quy trình thao tác lái xe']"
9:30:00,6/2/2020,Bình Thạnh,26,Khác,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường hai chiều,Không,['Chuyển hướng không đúng quy định']
0:20:00,6/2/2020,Bình Tân,Bình Hưng Hòa A,Đường huyện,0,3,0,3,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chấp hành báo hiệu đường bộ']
22:55:00,5/2/2020,5,1,Đường huyện - Nội thị,1,1,0,1,"Mô tô, xe máy",Mô tô,,,50,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,Cong cua - Cầu,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường một chiều,Không,"['Sử dụng bia rượu quá nồng độ quy định', 'Chuyển hướng không đúng quy định']"
20:30:00,5/2/2020,Tân Phú,Sơn Kỳ,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,2,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
16:00:00,5/2/2020,Bình Tân,Tân Tạo A,Đường huyện,0,1,1,0,Ô tô tải,Ô tô tải,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,"['Không chấp hành quy định nhường đường tại nơi giao nhau', 'Không chấp hành báo hiệu đường bộ']"
12:30:00,5/2/2020,Bình Chánh,Tân Túc,Đường huyện - Nông thôn,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô con,Ô tô con,59,Nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường hai chiều,Không,['Không chấp hành báo hiệu đường bộ']
22:35:00,4/2/2020,Bình Tân,Bình Hưng Hòa A,Đường huyện,0,1,1,0,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
17:45:00,4/2/2020,2,Thạnh Mỹ Lợi,Đường huyện - Nội thị,0,0,0,0,Ô tô tải,Đầu kéo,Ô tô con,Ô tô con,0,Va chạm giao thông,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
15:30:00,4/2/2020,Bình Thạnh,22,Khác,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0,Va chạm giao thông,Nắng,Phương tiện tự gây tai nạn,Cầu,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường một chiều,Không,"['Mệt mỏi, ngủ gật']"
23:50:00,3/2/2020,Bình Tân,Tân Tạo A,Đường huyện,0,2,0,2,"Mô tô, xe máy",Mô tô,Ô tô con,Ô tô con,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
22:10:00,3/2/2020,Bình Chánh,Vĩnh Lộc B,Đường huyện - Nông thôn,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,2,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường hai chiều,Không,"['Lỗi và nguyên nhân khác', 'Không thực hiện đúng quy trình thao tác lái xe']"
20:20:00,3/2/2020,Bình Tân,Bình Hưng Hòa A,Đường huyện,0,2,2,0,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chấp hành báo hiệu đường bộ']
13:10:00,3/2/2020,1,Bến Nghé,Đường huyện - Nội thị,0,0,0,0,Ô tô con,Ô tô con,,,3,Va chạm giao thông,Nắng,Trường hợp khác,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Lùi xe không đúng quy định']
11:50:00,3/2/2020,Nhà Bè,Phú Xuân,Đường huyện,1,0,0,0,"Mô tô, xe máy",Mô tô,,,2,Nghiêm trọng,Nắng,Người với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,"['Đi không đúng phần đường', 'Lỗi và nguyên nhân khác']"
10:40:00,3/2/2020,Bình Thạnh,26,Khác,0,0,0,0,Ô tô chuyên dùng chở người,Ô tô cứu thương,Ô tô con,Ô tô con,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",,Đường một chiều,Không,['Chuyển hướng không đúng quy định']
22:00:00,2/2/2020,Củ Chi,Tân Thông Hội,Quốc lộ,0,1,0,1,"Mô tô, xe máy",Mô tô,,,0,Va chạm giao thông,Đêm tối,Trường hợp khác,Thẳng - Phẳng,,"Từ 9,0m đến 13,0m",Khô,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
20:30:00,2/2/2020,Bình Chánh,Lê Minh Xuân,Đường huyện,0,3,0,3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,3,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
19:45:00,2/2/2020,Bình Thạnh,14,Khác,0,0,0,0,Ô tô con,Ô tô con,Ô tô con,Ô tô con,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường hai chiều,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
14:30:00,2/2/2020,Bình Tân,An Lạc,Quốc lộ - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
21:00:00,1/2/2020,Bình Tân,Bình Hưng Hòa B,Đường huyện,0,1,0,1,Ô tô con,Ô tô con,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
13:15:00,1/2/2020,Tân Bình,2,Đường huyện - Nội thị,0,0,0,0,Ô tô con,Ô tô con,Ô tô con,Ô tô con,4,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường một chiều,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
12:20:00,1/2/2020,2,An Phú,Đường huyện,0,0,0,0,Ô tô tải,Ô tô tải,Ô tô con,Ô tô con,4,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chú ý quan sát']
9:00:00,1/2/2020,Bình Tân,Bình Trị Đông B,Đường huyện,0,0,0,0,Ô tô khách,Ô tô Buýt,Ô tô con,Ô tô con,0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,"['Không chú ý quan sát', 'Không thực hiện đúng quy trình thao tác lái xe']"
0:40:00,1/2/2020,Bình Tân,An Lạc,Đường huyện,0,1,0,1,Ô tô con,Ô tô con,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Chuyển hướng không đúng quy định']
18:45:00,31/01/2020,Bình Tân,Bình Trị Đông B,Quốc lộ - Nội thị,0,1,1,0,"Mô tô, xe máy",Mô tô,,,0,Va chạm giao thông,Đêm tối,Người với xe,,,,,,Không,['Qua đường không đúng quy định']
14:00:00,31/01/2020,Tân Phú,Phú Thạnh,Đường huyện - Nội thị,0,0,0,0,Ô tô con,Ô tô con,"Mô tô, xe máy",Mô tô,3,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Lớn hơn 19,5m",Khô,Đường hai chiều,Không,['Lỗi và nguyên nhân khác']
1:20:00,31/01/2020,Thủ Đức,Linh Đông,Đường huyện,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,10,Nghiêm trọng,Nắng,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường một chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định', 'Không thực hiện đúng quy trình thao tác lái xe']"
18:10:00,30/01/2020,Thủ Đức,Hiệp Bình Phước,Quốc lộ,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,10,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường một chiều,Không,"['Lỗi và nguyên nhân khác', 'Không thực hiện đúng quy trình thao tác lái xe']"
11:45:00,30/01/2020,Tân Bình,4,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,4,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,"['Không có giấy phép lái xe hoặc giấy phép lái xe không hợp lệ', 'Chuyển hướng không đúng quy định']"
